"Proposta","Processo","Endereço","Distrito","Área Terreno (m2)","Área Excedente (m2)","Valor Contrapartida (R$)"
"2289","2012-0.257.024-7","R  CORONEL RODOVALHO 00187 E 187 FDS","PENHA","3.127,77","1.561,74","329.058,62"
"2290","2014-0.092.651-0","AV ANGELICA 00391","SANTA CECILIA","660,16","1.292,93","1.062.012,70"
"2291","2013-0.254.108-7","R  SUSANO 00139","JARDIM PAULISTA","1.052,89","1.051,11","2.135.014,63"
"2292","2014-0.085.398-9","R  MARGARIDA DE LIMA 00055","TATUAPE","3.059,71","6.119,40","1.507.820,16"
"2293","2012-0.259.815-0","R  DOS AMERICANOS 00242 -","SANTA CECILIA","2.634,16","774,59","168.008,57"
"2294","2013-0.200.408-1","R  CANARIO 01328","MOEMA","1.040,00","592,80","1.192.898,55"
"2295","2013-0.361.145-3","R  PAULA NEY 00119","VILA MARIANA","2.647,32","723,25","316.057,36"
"2296","2013-0.356.967-8","R  DOUTOR ANTONIO BENTO 00139","SANTO AMARO","1.818,00","3.635,25","769.945,95"
"2297","2011-0.074.113-1","R  CARDEAL ARCOVERDE 00563","JARDIM PAULISTA","891,00","445,50","513.817,43"
"2298","2013-0.200.838-9","R  ANALIA DOLACIO ALBINO 00300 FDS 299","CAPAO REDONDO","1.500,00","735,75","50.325,30"
"2299","2013-0.329.688-4","R  CORONEL CAMISAO 00468","BUTANTA","1.231,71","1.216,98","331.315,50"
"2300","2013-0.279.073-7","R  PADRE ESTEVAO PERNET 00875","TATUAPE","2.901,93","2.901,82","1.511.267,86"
"2301","2010-0.253.747-5","AV POMPEIA 01007","PERDIZES","991,39","334,76","486.071,52"
"2302","2012-0.180.497-0","R  MUNIZ DE SOUSA 01051","LIBERDADE","5.299,43","1.900,97","812.246,46"
"2303","2013-0.358.164-3","R  AUGUSTA 00487 E 493","CONSOLACAO","837,36","1.674,57","1.578.114,77"
"2304","2004-0.063.760-6","R  VERGUEIRO 99999 ENTRE 239E 247","LIBERDADE","16.434,00","18.413,90","4.532.029,07"
"2305","2013-0.360.084-2","R  GUARARAPES 00055","ITAIM BIBI","1.000,00","500,00","309.500,00"
"2306","2012-0.243.542-0","R  DOUTOR CESARIO MOTA JUNIOR 00155 157","CONSOLACAO","1.164,00","2.314,28","1.304.328,21"
"2307","2013-0.289.539-3","AV CONSELHEIRO RODRIGUES ALVES 00419","VILA MARIANA","718,20","486,15","758.394,00"
"2308","2012-0.229.238-7","R  NOVA YORK 99999 JUNTO AO 844","ITAIM BIBI","1.825,00","912,40","579.374,00"
"2309","2012-0.358.900-6","R  JOVINA 00260","JABAQUARA","4.230,21","2.115,10","450.516,30"
"2310","2011-0.362.486-1","AV ANTARTICA 00497 E 517","BARRA FUNDA","1.368,64","684,25","541.720,73"
"2311","2014-0.124.340-8","R  ALAGOAS 01020","CONSOLACAO","1.414,00","673,77","1.123.670,48"
"2312","2011-0.186.789-9","R  PARAIBUNA 00140","VILA PRUDENTE","470,40","683,37","84.464,53"
"2313","2012-0.248.764-1","AV SANTO AMARO 01161","MOEMA","630,00","629,79","431.909,98"
"2314","2012-0.233.974-0","AV SANTO AMARO 05890","SANTO AMARO","106,45","27,00","22.896,00"
"2315","2013-0.233.113-9","R  JAUNA 00121","TATUAPE","1.390,00","1.388,06","710.686,72"
"2316","2013-0.366.874-9","R  ITAPORANGA 00058 58 FDS","PIRITUBA","2.000,00","999,05","102.802,25"
"2317","2012-0.356.546-8","R  TUTOIA 00228 /238","MOEMA","596,08","581,54","1.018.858,08"
"2318","2014-0.080.572-0","R  TENENTE SOTOMANO 99999","VILA MEDEIROS","1.260,00","469,77","79.203,22"
"2319","2013-0.246.465-1","R  HAVAI 00515 LT 6 QD 77","PERDIZES","558,14","558,10","443.801,12"
"2320","2012-0.093.064-5","AV DOUTOR ENEIAS C.DE AGUIAR 00255","JARDIM PAULISTA","116.599,00","3.135,00","0,00"
"2321","2012-0.173.792-0","R  AGUA DOCE 00036","JAGUARA","2.471,85","3.707,71","727.452,70"
"2322","2013-0.256.902-0","R  DOUTOR AMANCIO DE CARVALHO 00094","MOEMA","2.059,50","1.966,31","4.228.353,02"
"2323","2013-0.263.204-0","AV VILA EMA 03000","SAO LUCAS","7.850,65","6.254,63","1.062.073,70"
"2324","2012-0.327.632-6","R  ALFREDO PUJOL 00403","SANTANA","965,96","1.146,40","381.407,28"
"2325","2013-0.318.390-7","AV ENG  LUIZ GOMES CARDIM SANGIRARDI 00440 LT B","VILA MARIANA","1.805,42","1.804,93","1.470.656,96"
"2326","2013-0.250.300-2","R  DAS MARGARIDAS 00307","ITAIM BIBI","2.055,00","3.068,02","2.804.170,28"
"2327","2013-0.318.397-4","R  DERVAL 99999 LT 33 QD T","JABAQUARA","1.800,00","2.699,76","971.913,60"
"2328","2013-0.260.869-6","AV OLIVEIRA FREIRE 99999 JTO AO 351","JARDIM HELENA","1.500,00","1.409,81","99.814,55"
"2329","2014-0.064.666-5","R  DONA INACIA UCHOA 00446 446","VILA MARIANA","4.333,68","3.084,74","1.892.577,45"
"2330","2013-0.200.873-7","R  FABIANO ALVES 00157","VILA PRUDENTE","2.451,28","2.436,20","418.782,78"
"2331","2014-0.015.556-4","R  PASCAL 01923","CAMPO BELO","3.863,49","5.795,19","4.429.843,24"
"2332","2011-0.003.959-3","R  GIL SIMOES DA COSTA 99999 LT   8 B VARGEM","CAMPO LIMPO","1.161,75","209,19","72.923,63"
"2333","2014-0.082.286-2","R  JOSE MARIA LISBOA 00330","JARDIM PAULISTA","1.339,19","669,58","922.681,24"
"2334","2013-0.370.239-4","AL DOS MARACATINS 00315","MOEMA","1.400,00","696,08","591.668,00"
"2335","2013-0.356.538-9","AL DOS MARACATINS 00399","MOEMA","1.200,00","36,08","42.906,34"
"2335","2013-0.356.538-9","AL DOS MARACATINS 00399","MOEMA","1.200,00","563,72","446.917,22"
"2336","2013-0.373.670-1","R  SARANDI 00062","JARDIM PAULISTA","918,33","459,15","615.995,64"
"2337","2013-0.183.450-1","R  DOS INOCENTES 99999 LT 30 QD A","SOCORRO","1.997,82","998,69","90.780,92"
"2338","2013-0.374.342-2","R  DIONISIO DA COSTA 00288","VILA MARIANA","1.458,00","1.457,72","975.506,22"
"2339","2014-0.044.843-0","R  BORGES 01117","TUCURUVI","727,00","696,39","132.077,33"
"2340","2006-0.212.122-8","AV DOS JAMARIS 00213","MOEMA","3.880,00","7.752,79","3.039.363,21"
"2341","2014-0.083.856-4","R  IBICARAI 99999 LT 13A QD P","TUCURUVI","2.106,00","1.799,92","226.789,92"
"2342","2014-0.191.968-1","R  DONA GABRIELA 00278","TUCURUVI","1.864,30","3.724,35","449.156,61"
"2343","2011-0.251.610-0","R  ARICA-MIRIM 00301","PONTE RASA","1.890,00","542,88","36.934,30"
"2344","2013-0.017.501-6","R HEITOR PENTEADO 01977","ALTO DE PINHEIROS","1.115,00","878,04","875.908,12"
"2345","2012-0.183.198-5","R  JARINU 00653","TATUAPE","358,70","116,44","85.373,81"
"2346","2013-0.141.202-0","R  COTOXO 00683","PERDIZES","1.039,26","519,05","257.656,42"
"2347","2011-0.125.661-0","R  HELIODORA 00340","SANTANA","1.577,00","2.360,75","1.212.481,20"
"2348","2013-0.202.140-7","R  CAJAIBA 00317","PERDIZES","1.565,20","1.562,32","1.152.367,23"
"2349","2014-0.094.514-0","R  CUNHA HORTA 00047","CONSOLACAO","930,44","1.471,43","858.726,55"
"2350","2007-0.313.906-8","R  GALENO DE CASTRO 00321","CAMPO GRANDE","9.100,00","3.082,50","909.954,00"
"2351","2013-0.257.676-0","AV ALVARO RAMOS 00896 LJ 1","BELEM","915,00","1.334,99","571.909,72"
"2352","2010-0.296.579-5","R  LIDIA COELHO 00019","SANTANA","1.285,95","528,61","227.408,02"
"2353","2012-0.253.070-9","R  DR FERNANDES COELHO 00011 13 23 25","PINHEIROS","3.068,18","7.425,00","6.619.016,25"
"2354","2013-0.285.228-7","R  AFONSO DE FREITAS 00559","VILA MARIANA","600,00","129,52","177.960,48"
"2355","2013-0.160.733-5","R  SANTA CRUZ 01168","VILA MARIANA","474,25","270,70","235.509,00"
"2356","2013-0.282.131-4","R  DOUTOR AMANCIO DE CARVALHO 00193","VILA MARIANA","698,00","169,27","103.285,68"
"2357","2014-0.145.510-3","R  PASCAL 01999","CAMPO BELO","1.710,99","2.566,41","1.961.763,80"
"2358","2005-0.215.898-7","R  DOS PATIS 00101","CACHOEIRINHA","1.292,75","364,00","27.824,16"
"2359","2012-0.019.831-6","AV RAIMUNDO P.DE MAGALHAES 02500","PIRITUBA","78.373,40","14.415,79","4.207.969,10"
"2360","2013-0.310.805-0","R  OLIVALDO VILA NOVA 99999","CIDADE ADEMAR","538,50","268,34","64.079,59"
"2361","2013-0.280.254-9","AV LINS DE VASCONCELOS 01719","VILA MARIANA","1.553,37","776,35","454.552,93"
"2362","2014-0.145.573-1","R  GAIVOTA 01071","MOEMA","1.200,00","1.200,00","910.080,00"
"2363","2013-0.033.606-0","AV SANTO AMARO 01073","MOEMA","1.500,00","1.475,86","988.235,86"
"2364","2011-0.299.741-9","R  TEODORO SAMPAIO 01229 E 1231","PINHEIROS","1.022,45","1.533,67","2.487.306,01"
"2365","2013-0.010.436-4","R  GALVAO BUENO 00848","LIBERDADE","520,54","473,27","207.386,91"
"2366","2012-0.352.958-5","AV SAO MIGUEL 01796","PONTE RASA","1.266,86","288,16","0,00"
"2367","2012-0.252.584-5","R  CAETANO DE CAMPOS 00080","TATUAPE","2.000,00","925,57","77.747,88"
"2368","2007-0.270.148-0","R  AMADOR BUENO 00389 491- 491 FDS.","SANTO AMARO","14.218,55","28.329,77","4.378.649,25"
"2369","2012-0.308.718-3","R  DONA ADMA JAFET 00110","BELA VISTA","2.357,45","9.429,80","2.488.759,97"
"2370","2013-0.276.535-0","R  ROBERTO DE LAMENAIS 99999","SAO DOMINGOS","3.930,00","2.533,98","359.906,25"
"2371","2013-0.256.111-8","R  GIRASSOL 00128","PINHEIROS","1.200,00","1.199,59","1.478.014,84"
"2372","2013-0.152.674-2","AV GEN CAVALCANTI DE ALBUQUERQUE 01010","VILA SONIA","2.036,00","523,23","125.444,39"
"2373","2011-0.363.339-9","AV LASAR SEGALL 99999","CACHOEIRINHA","1.150,00","224,36","28.071,59"
"2374","2014-0.096.486-1","R  ERNESTO BAINHA LOPES 00226","VILA JACUI","800,00","37,80","4.266,11"
"2374","2014-0.096.486-1","R  ERNESTO BAINHA LOPES 00226","VILA JACUI","800,00","54,00","3.385,80"
"2375","2012-0.239.074-5","R  PIRES DA MOTA 99999","LIBERDADE","4.468,43","6.702,65","3.992.768,61"
"2376","2013-0.376.650-3","R  CAMARGO 00408","BUTANTA","1.492,00","1.492,00","514.889,20"
"2377","2011-0.301.426-5","R  ASPICUELTA 00237","PINHEIROS","1.120,00","1.116,00","1.348.909,20"
"2378","2012-0.358.859-0","R  PLATINA 00287","TATUAPE","1.500,00","2.980,20","1.237.081,02"
"2379","2011-0.289.719-8","AV DA LIBERDADE 00000","LIBERDADE","1.200,05","2.400,10","2.006.003,58"
"2380","2014-0.078.317-4","R  FILIPE CAMARAO 99999 585 E 589","TATUAPE","1.227,56","1.227,56","345.680,90"
"2381","2013-0.056.781-0","R  VILELA 00901","TATUAPE","1.720,57","1.715,66","775.220,97"
"2382","2013-0.023.706-2","R  LEONCIO DE CARVALHO 00233","VILA MARIANA","1.508,28","754,14","1.076.534,85"
"2383","2012-0.165.804-3","AV DA LIBERDADE 00631","LIBERDADE","1.565,30","395,79","341.329,30"
"2384","2011-0.050.586-1","R  DO LIVRAMENTO 00243","MOEMA","2.317,13","2.316,99","4.529.252,05"
"2385","2011-0.214.624-9","R  BARRETOS 00115","AGUA RASA","816,00","529,38","213.816,58"
"2386","2013-0.252.297-0","R  CORONEL JOAQUIM FERREIRA LOBO 00391","ITAIM BIBI","1.700,00","2.549,91","4.699.484,13"
"2387","2012-0.303.369-5","TV MARIO FITTIPALDI 99999","ARICANDUVA","9.722,45","267,22","19.239,84"
"2388","2012-0.102.758-2","AV VILA EMA 04049","SAO LUCAS","4.601,15","4.601,04","1.185.688,01"
"2389","2013-0.220.347-5","R  IRMAOS MURGEL 00474 LT 46 QD V","GUAIANASES","500,00","111,40","6.486,49"
"2390","2013-0.203.315-4","R  AMARO BEZERRA CAVALCANTI 00694","VILA MATILDE","3.669,45","3.259,98","533.397,93"
"2391","2013-0.202.662-0","AV IRAI 00297","MOEMA","2.904,00","2.904,00","2.216.332,80"
"2392","2013-0.323.114-6","R  GIRASSOL 00283","PINHEIROS","1.488,19","1.487,23","3.150.845,48"
"2393","2013-0.376.444-6","R  TRIPUI 00077","VILA PRUDENTE","810,00","808,90","408.656,28"
"2394","2014-0.137.239-9","R  LINO PETENONE 00110","ERMELINO MATARAZZO","1.931,00","2.022,59","132.156,03"
"2395","2013-0.376.327-0","AV CELSO GARCIA 99999","TATUAPE","3.024,03","4.382,94","1.050.809,87"
"2396","2011-0.207.123-0","AV GUARAPIRANGA 00900","SOCORRO","18.753,31","7.615,59","1.881.812,29"
"2396","2011-0.207.123-0","AV GUARAPIRANGA 00900","SOCORRO","18.753,31","5.283,18","1.118.977,52"
"2397","2013-0.289.881-3","R  MARIA DAFFRE 00080","VILA PRUDENTE","1.367,34","2.051,01","1.033.709,04"
"2398","2014-0.139.708-1","R  DOMICIANO LEITE RIBEIRO 00802 E 804","JABAQUARA","900,00","235,08","102.966,17"
"2399","2011-0.199.100-0","R  MAURO 00239","SAUDE","1.305,50","652,75","359.599,98"
"2400","2007-0.392.696-5","AV JANDIRA 00308 312 E 314","MOEMA","1.815,00","1.813,19","2.314.355,72"
"2401","2013-0.183.245-2","R  FRADIQUE COUTINHO 01664","PINHEIROS","493,85","492,44","492.932,44"
"2402","2011-0.116.251-8","R  CURUPITE 00049 E 55","TUCURUVI","816,00","1.208,72","274.862,93"
"2403","2014-0.118.176-3","AV MENDES DA ROCHA 01093","VILA MEDEIROS","9.366,44","9.168,10","1.308.104,51"
"2404","2013-0.006.774-4","R  FIDALGA 00602 E 604","PINHEIROS","3.855,95","3.855,95","8.759.176,02"
"2405","2013-0.378.555-9","R  NOVO CANCIONEIRO 00169 155","ITAIM BIBI","3.401,23","1.697,71","1.507.566,48"
"2406","2013-0.267.424-9","R  VERGUEIRO 02551","VILA MARIANA","847,98","844,24","680.879,56"
"2407","2013-0.352.139-0","R  MOURATO COELHO 01004","PINHEIROS","702,23","673,04","830.464,06"
"2408","2013-0.376.614-7","R  PINTASSILGO 00546","MOEMA","585,79","578,50","842.296,00"
"2409","2013-0.105.851-0","R  PAULO LOPES DE LEAO 00053","ITAQUERA","1.200,00","6,08","328,32"
"2409","2013-0.105.851-0","R  PAULO LOPES DE LEAO 00053","ITAQUERA","1.200,00","145,90","14.181,48"
"2410","2012-0.328.471-0","R  OLIMPIO DE CAMPOS 99999","ARICANDUVA","3.274,56","1.560,16","252.745,92"
"2411","2013-0.149.863-3","AV PARADA PINTO 01692","CACHOEIRINHA","1.320,55","1.980,83","977.242,48"
"2412","2013-0.019.857-1","R  DANIEL ROSSI 00090","SANTANA","2.917,98","2.917,98","2.346.055,92"
"2413","2013-0.367.094-8","R  TUTOIA 00962 LJ 964","MOEMA","1.398,34","1.397,93","4.229.577,01"
"2414","2013-0.285.048-9","R  CAYOWAA 00442","PERDIZES","4.344,75","2.172,36","2.027.246,35"
"2415","2013-0.171.424-7","R  HUMBERTO I 00131","VILA MARIANA","2.092,44","2.092,44","3.461.105,00"
"2416","2014-0.038.704-0","R  GAIVOTA 00971 E 979","MOEMA","2.133,60","1.066,66","1.450.657,60"
"2417","2013-0.347.352-2","R  FRADIQUE COUTINHO 01421 CS 1","PINHEIROS","1.229,25","1.228,75","2.224.283,25"
"2418","2013-0.141.063-9","AV SARG LOURIVAL ALVES DE SOUZA 00098","CAMPO GRANDE","2.621,00","66,68","47.889,58"
"2419","2013-0.202.465-1","R AGRIMENSOR SUGAYA 99999","JOSE BONIFACIO","16.000,00","3.128,00","131.376,00"
"2420","2013-0.277.953-9","R  TUIUTI 00728 730 732","TATUAPE","1.518,00","1.517,56","683.053,76"
"2421","2013-0.376.461-6","R  LUIS DE ANDRADE 00704","PIRITUBA","2.145,00","1.072,47","189.183,71"
"2422","2011-0.313.701-4","R MONTE ALEGRE 00412","PERDIZES","1.183,05","591,52","928.449,79"
"2423","2013-0.200.012-4","AV MENOTTI LAUDISIO 99999 LT 19 QD 59","PIRITUBA","2.266,00","3.223,34","1.042.834,30"
"2424","2014-0.111.552-3","AV VALDEMAR FERREIRA 00108 186","BUTANTA","1.500,00","1.500,00","1.376.550,00"
"2425","2011-0.137.511-2","AV NOSSA SENHORA DO O 99999","LIMAO","11.046,61","7.518,55","2.951.782,73"
"2426","2013-0.058.521-4","AV VILA EMA 99999 B - A DIR ADUTOR","SAPOPEMBA","601,30","158,40","32.598,72"
"2427","2013-0.374.563-8","AV JULIO BUONO 01044","VILA MEDEIROS","1.665,00","698,53","154.235,42"
"2428","2014-0.083.846-7","AV COMAND.ANTONIO PAIVA SAMPAIO 00040","TUCURUVI","2.781,64","938,43","225.223,20"
"2429","2013-0.284.773-9","R  PASCAL 01688 1650","CAMPO BELO","1.474,47","2.160,94","3.373.227,34"
"2430","2009-0.253.611-3","R  DOMINGOS AGOSTIM 00091 R.DR.MELO FREIRE","TATUAPE","32.128,36","636,51","1.430.874,48"
"2431","2012-0.091.014-8","AV ELISEU DE ALMEIDA 99999","VILA SONIA","3.318,90","4.978,22","2.568.761,52"
"2432","2010-0.270.714-1","AV CRUZEIRO DO SUL 01100","PARI","28.683,88","1.595,40","1.299.931,92"
"2433","2012-0.201.111-6","R  PROFESSOR PICAROLO 00063","BELA VISTA","1.421,13","5.360,32","5.546.001,48"
"2434","2014-0.085.533-7","R  ALVES GUIMARAES 99999 E 109","JARDIM PAULISTA","858,23","137,66","208.450,28"
"2435","2013-0.269.583-1","AL DOS GUATAS 00429","SAUDE","1.419,56","967,86","825.935,91"
"2436","2013-0.264.614-8","R  PROFESSOR PEDRO DA CUNHA 00059","PERDIZES","1.335,72","1.335,64","3.778.258,43"
"2437","2013-0.335.747-6","R  DOM ANTONIO DOS SANTOS CABRAL 00002","SANTANA","3.282,74","1.631,80","564.929,16"
"2438","2014-0.088.820-0","R  LORD CLEMENTE ATTLEE 00470","PIRITUBA","364,00","261,40","79.594,73"
"2439","2013-0.252.212-0","R  TAMANDARE 99999 N 317 E 315","LIBERDADE","1.062,04","344,08","51.230,07"
"2440","2014-0.153.680-4","R  JOAQUIM INACIO CARDOSO 00196 JD DAS OLIVEIRAS","ITAIM PAULISTA","796,90","325,71","34.479,01"
"2441","2013-0.264.711-0","AV JABAQUARA 02461","SAUDE","2.927,30","2.920,73","2.889.916,30"
"2442","2013-0.306.381-2","R  SIMPATIA 00208","PINHEIROS","771,60","770,80","1.165.449,60"
"2443","2013-0.267.788-4","AV DOUTOR ALTINO ARANTES 00225","SAUDE","1.133,83","1.126,97","2.106.306,93"
"2444","2006-0.340.977-2","R  JOSE GETULIO 00054","LIBERDADE","1.456,30","2.167,93","2.452.362,42"
"2445","2013-0.298.034-0","R  ANDRE CASADO 00265 E 269","PERDIZES","1.613,00","1.609,08","2.335.096,90"
"2446","2013-0.167.540-3","R  JOAQUIM MURTINHO 00101 E 103","BOM RETIRO","580,00","1.158,81","489.133,70"
"2447","2013-0.160.769-6","R  VILELA 01045","TATUAPE","487,80","487,80","408.044,70"
"2448","2013-0.281.791-0","R  FIDALGA 00340 340A E 340 FDS","PINHEIROS","1.623,34","1.115,39","1.412.332,47"
"2449","2014-0.205.339-4","Rua Azevedo Soares 2743","ARICANDUVA","430,17","109,64","102.485,99"
"2450","2013-0.306.632-3","R SEBASTIAO GUIMARAES CORREA 00043","SAUDE","800,00","228,81","96.020,12"
"2451","2012-0.333.552-7","R  AFONSO DE FREITAS 00349","VILA MARIANA","2.160,00","162,12","426.132,42"
"2452","2013-0.360.093-1","R  MINISTRO JESUINO CARDOSO 00120","ITAIM BIBI","1.128,53","1.692,75","6.801.469,50"
"2453","2013-0.312.313-0","R  COTOXO 01157","PERDIZES","1.099,08","13,90","16.784,25"
"2453","2013-0.312.313-0","R  COTOXO 01157","PERDIZES","1.099,08","535,55","517.341,30"
"2454","2013-0.146.754-1","R  JULIO DE MENEZES 00056","VILA MARIANA","2.499,00","862,16","601.689,39"
"2455","2014-0.125.832-4","R  AFONSO DE FREITAS 00330","VILA MARIANA","724,20","362,08","959.512,00"
"2456","2014-0.110.982-5","R ANTONIO BENEDITO MACHADO FLORENCE 99999 LT 01 QD 62","PIRITUBA","4.196,87","6.141,36","1.066.754,23"
"2457","2001-0.037.864-8","R  MORGADO DE MATEUS 00505","VILA MARIANA","1.619,20","1.402,39","1.721.851,64"
"2458","2013-0.351.911-5","R  TIANGUA 00025","JABAQUARA","1.843,80","149,51","121.925,41"
"2458","2013-0.351.911-5","R  TIANGUA 00025","JABAQUARA","1.843,80","2.600,08","1.817.455,92"
"2459","2014-0.158.137-0","R  SANTO EGIDIO 99999","SANTANA","1.027,50","511,33","163.830,13"
"2460","2014-0.179.301-7","R  CRISPIM DO AMARAL 00261 FDS","PERUS","883,47","320,70","14.364,15"
"2461","2012-0.250.121-0","AV SAPOPEMBA 99999 LT 6 QD 15","SAPOPEMBA","1.250,00","986,90","138.511,42"
"2462","2013-0.314.081-7","R MORAS 00466","PINHEIROS","994,00","705,66","1.007.149,00"
"2463","2013-0.333.855-2","R  INACIO MACIEL 00231 LT 12 QD E","VILA JACUI","400,00","73,19","15.255,72"
"2464","2013-0.267.817-1","R  TRAITUBA 00071","SAUDE","1.158,70","555,48","285.794,46"
"2465","2013-0.156.780-5","R  BARRETOS 00047 49","AGUA RASA","392,00","234,02","179.212,52"
"2466","2014-0.091.998-0","R  BARAO DO BANANAL 01279","PERDIZES","1.631,34","477,52","537.106,86"
"2467","2014-0.093.581-0","Rua Aldo Gianini 0 Lote 03/Qd 02","VILA CURUCA","125,00","5,95","5.480,30"
"2468","2014-0.135.387-4","R  ALFAIA 00030","ALTO DE PINHEIROS","2.252,68","1.899,34","2.870.708,06"
"2469","2013-0.363.824-6","R  CORONEL CARLOS OLIVA 00090","TATUAPE","2.760,00","5.510,85","2.665.598,15"
"2470","2013-0.250.182-4","R  VIEIRA DE MORAIS 01952","CAMPO BELO","2.607,32","4.143,37","4.425.947,83"
"2471","2014-0.085.558-2","R  EZEQUIEL FREIRE 00082 E 86","SANTANA","1.615,70","2.423,46","1.830.681,68"
"2472","2014-0.147.874-0","R  VISCONDE DE INHAUMA 00523","SAUDE","997,50","997,50","877.700,25"
"2473","2014-0.150.344-2","R  TRAITUBA 00109 111","SAUDE","1.560,88","780,44","401.536,38"
"2474","2014-0.152.090-8","R  PEREIRA DO LAGO 00162","BUTANTA","1.036,00","576,29","232.836,14"
"2475","2013-0.145.666-3","AV BRIGADEIRO LUIS ANTONIO 03447 3521","MOEMA","6.566,60","2.412,09","21.153.064,46"
"2475","2013-0.145.666-3","AV BRIGADEIRO LUIS ANTONIO 03447 3521","MOEMA","6.566,60","4.113,07","18.034.989,34"
"2476","2011-0.318.587-6","R  FERNANDO FALCAO 01109 1113","AGUA RASA","4.418,69","6.624,83","5.629.780,53"
"2477","2013-0.306.943-8","AV DO GUACA 00672 JTO AO N664","MANDAQUI","1.067,42","2.113,77","585.302,91"
"2478","2013-0.344.434-4","AV RAIMUNDO P.DE MAGALHAES 05028","PIRITUBA","8.186,23","4.092,14","871.625,82"
"2479","2014-0.085.592-2","AV RAIMUNDO P.DE MAGALHAES 05028","PIRITUBA","8.186,29","4.092,02","871.600,26"
"2480","2014-0.085.587-6","AV RAIMUNDO P.DE MAGALHAES 05028","PIRITUBA","5.958,46","2.966,78","631.924,14"
"2481","2013-0.354.822-0","AV YERVANT KISSAJIKIAN 02858","CIDADE ADEMAR","2.500,00","785,93","51.989,27"
"2482","2013-0.183.586-9","AV PROFESSOR ALFONSO BOVERO 01425","PERDIZES","3.642,49","3.642,49","9.346.629,34"
"2483","2013-0.374.357-0","R  LAURENTINA JORGE RIBEIRO 00121 ANT 66","PENHA","486,00","92,96","28.462,49"
"2484","2013-0.373.541-1","R  DONA MARTINHA 00133","SANTANA","1.287,91","580,59","211.625,06"
"2485","2013-0.350.790-7","AL TIETE 00064","JARDIM PAULISTA","1.230,00","615,00","1.568.496,00"
"2486","2011-0.208.777-3","R  HENRIQUE MONTEIRO 00125","PINHEIROS","1.607,08","1.607,08","3.864.223,86"
"2487","2014-0.137.817-6","R  BARTIRA 01114","PERDIZES","1.182,18","590,97","565.912,87"
"2488","2014-0.167.702-5","AV BRIGADEIRO LUIS ANTONIO 03394","JARDIM PAULISTA","2.133,60","1.063,89","2.841.437,41"
"2489","2013-0.368.423-0","AV JANDIRA 00615","MOEMA","800,00","349,44","467.970,05"
"2490","2013-0.303.513-4","R  AZEVEDO SOARES 00148","TATUAPE","2.815,80","3.168,46","3.879.189,94"
"2491","2014-0.089.783-8","R  PASCOAL VITA 00496","ALTO DE PINHEIROS","1.774,22","590,46","1.120.284,48"
"2492","2013-0.350.443-6","AV BOSQUE DA SAUDE 99999","SAUDE","2.200,49","2.200,34","2.176.356,29"
"2493","2011-0.300.637-8","R  BELA NAPOLES 00097","VILA LEOPOLDINA","2.623,67","0,25","147,93"
"2494","2009-0.373.922-0","R  IVAI 00065 67 71 E 75","TATUAPE","1.873,70","3.730,40","1.711.694,04"
"2495","2013-0.368.077-3","R  MANUEL JACINTO 00110","VILA SONIA","1.316,75","1.549,33","495.940,53"
"2496","2013-0.339.619-6","R  MOURATO COELHO 00461","PINHEIROS","271,00","318,97","408.377,29"
"2497","2014-0.358.459-8","Rua Platina 556","TATUAPE","318,75","110,43","140.926,14"
"2498","2013-0.377.349-6","AV AMADOR BUENO DA VEIGA 02187","PENHA","7.842,00","936,71","316.045,95"
"2498","2013-0.377.349-6","AV AMADOR BUENO DA VEIGA 02187","PENHA","7.842,00","2.975,91","860.633,17"
"2499","2013-0.274.857-9","R  XERENTES 00072","PERDIZES","315,00","407,44","388.697,76"
